Restaurant ID,Restaurant Name,Category,City,Area,Longitude,Latitude,Image,Min Price,Max Price
257,30 North,Cafe,Cairo,Maadi,31.243941,30.027804,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203361/SmartEgypt_Restaurants/zl6u1gjmlvevq3infmai.jpg,60,1400
258,Hawawshi El Refaay,Grill,Cairo,Zamalek,31.251662,30.038643,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203362/SmartEgypt_Restaurants/ach7r1zvviewdizw4rhy.jpg,60,1400
259,Starbucks,Cafe,Cairo,Zamalek,31.227592,30.047515,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203363/SmartEgypt_Restaurants/noq9kifsyvjx6fm3xwvj.jpg,20,1100
260,Koshary Hend,Koshary,Cairo,Nasr City,31.238144,30.033481,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203363/SmartEgypt_Restaurants/ryey7r2vtljoynl4l3c7.jpg,20,280
261,Hawawshi El Refaay,Grill,Cairo,Downtown,31.243387,30.047517,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203364/SmartEgypt_Restaurants/ywdramg1hdjw1dxmqdwd.jpg,60,1400
262,Fish Market,Seafood,Cairo,Heliopolis,31.247259,30.039477,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203365/SmartEgypt_Restaurants/bcqdehxzatfejyq90ypm.png,15,435
263,Sizzler,Steakhouse,Cairo,Heliopolis,31.250666,30.047362,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203366/SmartEgypt_Restaurants/zene6u2nvmldg94szlgn.jpg,60,800
264,Arabiata,Egyptian Cuisine,Cairo,Maadi,31.229356,30.036387,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203366/SmartEgypt_Restaurants/evarfgvymrdggfnnypqn.jpg,8,178
265,Zooba,Egyptian Street Food,Cairo,Nasr City,31.218411,30.052578,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203367/SmartEgypt_Restaurants/sl99nm4qobu4pnjfsunb.jpg,26,460
266,Paul,Bakery,Cairo,Zamalek,31.227137,30.041451,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203367/SmartEgypt_Restaurants/wgm5stfzujgpuk0c224m.jpg,39,1099
267,Chicken Fil-A,Fried Chicken,Cairo,Nasr City,31.234469,30.049631,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203368/SmartEgypt_Restaurants/fulpg0oonqnthsw36xoi.jpg,15,177
268,Indira,Asian Cuisine,Cairo,Nasr City,31.246735,30.024765,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203369/SmartEgypt_Restaurants/lap1tl1fnhavcbkawnwg.jpg,115,3575
269,Gad,Egyptian Cuisine,Cairo,Maadi,31.223084,30.056096,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203369/SmartEgypt_Restaurants/tcbx91q5nbo7jeiq6enx.jpg,11,210
270,Arabiata,Egyptian Cuisine,Cairo,Heliopolis,31.219936,30.059667,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203370/SmartEgypt_Restaurants/x4mpc1ksi7bztrftetfr.jpg,8,178
271,Koshary Hend,Koshary,Cairo,Downtown,31.219521,30.024744,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203370/SmartEgypt_Restaurants/vifl0j7jbn9f8npfigni.jpg,20,280
272,Koshary Hend,Koshary,Cairo,Downtown,31.230609,30.059997,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203371/SmartEgypt_Restaurants/out0tmjuonmdaugxebyd.jpg,20,280
273,Pier 88,Seafood,Cairo,Downtown,31.231772,30.059005,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203372/SmartEgypt_Restaurants/n0shvxmusnp7regxjmtq.jpg,40,1000
274,Chicken Fil-A,Fried Chicken,Cairo,Nasr City,31.23261,30.042087,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203372/SmartEgypt_Restaurants/im2yynmynq3dqzwabqu3.jpg,15,177
275,Makani,Grill,Cairo,Nasr City,31.250549,30.03306,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203373/SmartEgypt_Restaurants/nn1gobovn1b5juufhmsm.png,15,320
276,30 North,Cafe,Cairo,Zamalek,31.222674,30.037801,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203373/SmartEgypt_Restaurants/bh5camylydg7apsufnlo.jpg,60,1400
277,Chicken Fil-A,Fried Chicken,Cairo,Nasr City,31.223998,30.055853,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203374/SmartEgypt_Restaurants/cwki7nyp0nzvjr8trf32.jpg,15,177
278,Starbucks,Cafe,Cairo,Maadi,31.228444,30.028901,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203375/SmartEgypt_Restaurants/wgguokiasa233ydtfqgb.jpg,20,1100
279,Maison de Curry,Indian,Cairo,Nasr City,31.240579,30.039135,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203375/SmartEgypt_Restaurants/mowwoexmmgfstilckofu.jpg,699,1560
280,Shawarma El Reem,Shawarma,Cairo,Maadi,31.232141,30.030358,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203376/SmartEgypt_Restaurants/kteqvnzbldcpwrrwpccu.jpg,20,615
281,Koshary El Tahrir,Koshary,Cairo,Zamalek,31.228515,30.030899,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203376/SmartEgypt_Restaurants/u7ufdvvcs6zm4leppliq.jpg,10,300
282,Seoudi,Casual Dining,Cairo,Heliopolis,31.222633,30.046685,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203377/SmartEgypt_Restaurants/bhhnv3i9nx1ptuc9y5ur.jpg,20,1738
283,Koshary Hend,Koshary,Cairo,Maadi,31.241696,30.045678,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203378/SmartEgypt_Restaurants/v6twpfojqcqioeqzb7cf.jpg,20,280
284,Tamara,Lebanese,Cairo,Downtown,31.253341,30.047523,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203378/SmartEgypt_Restaurants/glyoimwaabjobr1ods5q.jpg,30,1650
285,The Lemon Tree,Mediterranean,Cairo,Maadi,31.226725,30.033213,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203379/SmartEgypt_Restaurants/s6tuco5wblkowyvdixrn.jpg,280,2780
286,Mo Bistro,Steakhouse,Cairo,Zamalek,31.225819,30.031919,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203380/SmartEgypt_Restaurants/fwxytdjisivgvcwwhr5x.jpg,45,1550
287,Chicken Fil-A,Fried Chicken,Cairo,Heliopolis,31.224245,30.06194,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203380/SmartEgypt_Restaurants/cg48zqoghkus2dmwlbhb.jpg,15,177
288,Maison Thomas,Italian,Cairo,Nasr City,31.242034,30.041659,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203381/SmartEgypt_Restaurants/qpe5qv7iijg1smvxdiyw.webp,47,740
289,Maison Thomas,Italian,Cairo,Downtown,31.255416,30.063772,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203382/SmartEgypt_Restaurants/ttvsbu7q8fno3gfkxamx.webp,47,740
290,Koshary El Tahrir,Koshary,Cairo,Zamalek,31.245469,30.038218,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203382/SmartEgypt_Restaurants/k1mldewtp7jou2gwdorc.jpg,10,300
291,Cilantro,Cafe,Cairo,Zamalek,31.249983,30.062053,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203383/SmartEgypt_Restaurants/aoziydd2npzsgmlgbmls.jpg,59,165
292,Buffalo Burger,Burgers,Cairo,Zamalek,31.255076,30.044873,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203384/SmartEgypt_Restaurants/lmkfskaxsfvemaufbe1b.jpg,45,807
293,Bazooka,Burgers,Cairo,Nasr City,31.239193,30.036448,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203384/SmartEgypt_Restaurants/gbq4ckyirqcp0k1e2ttt.jpg,30,1020
294,Caracas,Lebanese,Cairo,Nasr City,31.237546,30.052748,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203385/SmartEgypt_Restaurants/hoqbpr3re4mxqcxel7ry.jpg,62,550
295,Cilantro,Cafe,Cairo,Nasr City,31.232067,30.055228,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203386/SmartEgypt_Restaurants/f1lgfj6lmicwlhdvc5n1.jpg,59,165
296,Gad,Egyptian Cuisine,Cairo,Heliopolis,31.247731,30.055421,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203386/SmartEgypt_Restaurants/v8hw8xybooo4q6ut9crf.jpg,11,210
297,Tamara,Lebanese,Cairo,Nasr City,31.228386,30.051563,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203387/SmartEgypt_Restaurants/uuvw4iunfmx5hts76vhr.jpg,30,1650
298,Qahwa,Cafe,Cairo,Maadi,31.255152,30.058623,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203388/SmartEgypt_Restaurants/nfbm5qnuwiphpvuynob2.png,72,815
299,Abou Haidar,Sandwiches,Cairo,Maadi,31.217827,30.04419,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203388/SmartEgypt_Restaurants/pjy4jt11ox2jpkyenvrc.jpg,10,330
300,Maison Thomas,Italian,Cairo,Downtown,31.249134,30.050602,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203389/SmartEgypt_Restaurants/w10caivewwi2zb7xayvo.webp,47,740
301,Lucille’s,American Diner,Cairo,Maadi,31.22276,30.062209,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203389/SmartEgypt_Restaurants/aplorphbyzfum9enabwj.jpg,45,832
302,Abou Haidar,Sandwiches,Cairo,Zamalek,31.243384,30.054349,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203390/SmartEgypt_Restaurants/znqdhlwj0sdn9jcvi75q.jpg,10,330
303,Sizzler,Steakhouse,Cairo,Zamalek,31.250399,30.028031,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203390/SmartEgypt_Restaurants/csz2kquyqjqwjw2pz0rb.jpg,60,800
304,Makani,Grill,Cairo,Zamalek,31.22471,30.031772,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203391/SmartEgypt_Restaurants/f2ylckymr2ghwvuphhdq.png,15,320
305,Makani,Grill,Cairo,Downtown,31.236344,30.037474,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203391/SmartEgypt_Restaurants/nqjypf0qnlkfqbvuwbml.png,15,320
306,El Menoufy,Grill,Cairo,Downtown,31.231803,30.03674,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203392/SmartEgypt_Restaurants/noyogwucnj71fbvn0rii.jpg,25,5589
307,Qahwa,Cafe,Cairo,Heliopolis,31.250796,30.055497,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203393/SmartEgypt_Restaurants/b2qen0rrgxrzqtnfu8be.png,72,815
308,The Lemon Tree,Mediterranean,Cairo,Nasr City,31.245004,30.046436,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203393/SmartEgypt_Restaurants/na1pbbxh3jtrms14trbv.jpg,280,2780
309,Indira,Asian Cuisine,Cairo,Heliopolis,31.218548,30.047067,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203394/SmartEgypt_Restaurants/leib243zndyx2w8bihw7.jpg,115,3575
310,Sizzler,Steakhouse,Cairo,Downtown,31.248451,30.025819,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203394/SmartEgypt_Restaurants/crvxjn4loa2ajk9dsfgr.jpg,60,800
311,Koshary Hend,Koshary,Cairo,Heliopolis,31.241085,30.051771,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203395/SmartEgypt_Restaurants/ure55vxpqv9hdzirxxn7.jpg,20,280
312,Cilantro,Cafe,Cairo,Zamalek,31.24085,30.063325,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203396/SmartEgypt_Restaurants/v3cbjr7u2nzppnvuuvx5.jpg,59,165
313,Lucille’s,American Diner,Cairo,Heliopolis,31.233622,30.057408,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203396/SmartEgypt_Restaurants/oivcoxr3jjalg9bbakmk.jpg,45,832
314,El Doksh,Seafood,Cairo,Maadi,31.250633,30.024752,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203397/SmartEgypt_Restaurants/a98racwxjfzyis3lhdff.png,44,645
315,Koshary El Tahrir,Koshary,Cairo,Nasr City,31.251504,30.025051,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203398/SmartEgypt_Restaurants/wiqvxuj9y3mfxoumximx.jpg,10,300
316,Shawarma El Reem,Shawarma,Cairo,Nasr City,31.25546,30.063831,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203398/SmartEgypt_Restaurants/gglsgmfhthti52g1ypvk.jpg,20,615
317,Tamara,Lebanese,Cairo,Maadi,31.254404,30.049251,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203399/SmartEgypt_Restaurants/bgoqcxudlvmmil3aq9tq.jpg,30,1650
318,Koshary El Tahrir,Koshary,Cairo,Maadi,31.252648,30.044637,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203399/SmartEgypt_Restaurants/ickm7eamdcj3ni9bpabl.jpg,10,300
319,Sizzler,Steakhouse,Cairo,Heliopolis,31.235586,30.044126,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203400/SmartEgypt_Restaurants/pa0hsj59ymtey9z0wggn.jpg,60,800
320,Lucille’s,American Diner,Cairo,Maadi,31.244795,30.052444,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203400/SmartEgypt_Restaurants/ztormcigerutbrwjzzl6.jpg,45,832
321,Fuddruckers,Burgers,Cairo,Nasr City,31.245244,30.033565,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203401/SmartEgypt_Restaurants/kb5hlwfqmmd8jdke70wn.jpg,30,1020
322,Starbucks,Cafe,Cairo,Nasr City,31.237947,30.048551,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203402/SmartEgypt_Restaurants/gwymigi4gmloirac86lm.jpg,20,1100
323,Gaby’s,European,Cairo,Zamalek,31.238526,30.060517,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203402/SmartEgypt_Restaurants/rpsd708ftde6pnnagqur.jpg,45,1083
324,Mori Sushi,Asian Cuisine,Cairo,Maadi,31.2441,30.055866,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203403/SmartEgypt_Restaurants/nw32tpfgkojeqlsz52ds.jpg,42,1725
325,Maison de Curry,Indian,Cairo,Downtown,31.220075,30.048998,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203403/SmartEgypt_Restaurants/zhqn6v19gm8tkenqth0u.jpg,699,1560
326,Tabla Luna,Latin American,Cairo,Zamalek,31.250893,30.026719,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203404/SmartEgypt_Restaurants/eijup1ojwmop1qii5f0s.jpg,12,485
327,Koshary El Tahrir,Koshary,Cairo,Nasr City,31.244236,30.060907,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203405/SmartEgypt_Restaurants/rmdvvbvddphkmgiie8ol.jpg,10,300
328,Koshary El Tahrir,Koshary,Cairo,Nasr City,31.222298,30.037638,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203405/SmartEgypt_Restaurants/y4s2b51irzyjl5owmkcn.jpg,10,300
329,El Doksh,Seafood,Cairo,Heliopolis,31.249438,30.062259,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203406/SmartEgypt_Restaurants/aeccpijmyco7jzrkgyee.png,44,645
330,Sizzler,Steakhouse,Cairo,Nasr City,31.251787,30.048041,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203407/SmartEgypt_Restaurants/rhcyikhsbzffwonhzggy.jpg,60,800
331,Gad,Egyptian Cuisine,Cairo,Maadi,31.218384,30.064074,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203407/SmartEgypt_Restaurants/ndogjbrme3l2ro14osna.jpg,11,210
332,Maison Thomas,Italian,Cairo,Zamalek,31.249687,30.052251,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203408/SmartEgypt_Restaurants/rv6rvnrqk0tis86kfeev.webp,47,740
333,Wel3a,Grill,Cairo,Downtown,31.255535,30.026332,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203408/SmartEgypt_Restaurants/kymlujv07bg29f8owrct.jpg,5,340
334,Pier 88,Seafood,Cairo,Downtown,31.238702,30.04116,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203409/SmartEgypt_Restaurants/bp1kzd732bdz4uvf1stb.jpg,40,1000
335,Shawarma El Reem,Shawarma,Cairo,Maadi,31.243043,30.058556,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203409/SmartEgypt_Restaurants/zff5wlnwlsow9q1q0ugh.jpg,20,615
336,Sizzler,Steakhouse,Cairo,Heliopolis,31.245752,30.030813,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203410/SmartEgypt_Restaurants/za21en7qwbznbasymq8j.jpg,60,800
337,Peking,Asian Cuisine,Cairo,Downtown,31.224732,30.045526,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203411/SmartEgypt_Restaurants/fbdvvg9ktcauiorrfxtd.jpg,40,556
338,TBS,Bakery,Cairo,Zamalek,31.221414,30.041118,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203411/SmartEgypt_Restaurants/sccusbyibwumhdfzmrss.jpg,40,1310
339,Makani,Grill,Cairo,Downtown,31.242394,30.051415,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203412/SmartEgypt_Restaurants/ztgolezmkfb9m46mvesx.png,15,320
340,The Smokery,Fine Dining,Cairo,Heliopolis,31.244546,30.031654,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203413/SmartEgypt_Restaurants/sqsk64a69smkgfpjgglt.jpg,310,3350
341,Gaby’s,European,Cairo,Zamalek,31.248473,30.027302,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203414/SmartEgypt_Restaurants/halmfnsdvnjlxw9ld8eu.jpg,45,1083
342,El Menoufy,Grill,Cairo,Heliopolis,31.220987,30.047729,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203414/SmartEgypt_Restaurants/c4c6trfbjnjrlmqkm6jl.jpg,25,5589
343,Shawarma El Reem,Shawarma,Cairo,Maadi,31.254968,30.035174,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203415/SmartEgypt_Restaurants/kurejrbnfwgvdoyhhjag.jpg,20,615
344,Costa Coffee,Cafe,Cairo,Zamalek,31.241298,30.055808,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203415/SmartEgypt_Restaurants/uxwpfe6pgf87l3g2mfo9.jpg,40,220
345,Lucille’s,American Diner,Cairo,Heliopolis,31.239035,30.046783,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203416/SmartEgypt_Restaurants/sxvr9yb0sg55a96m3605.jpg,45,832
346,Tamara,Lebanese,Cairo,Zamalek,31.240049,30.037451,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203416/SmartEgypt_Restaurants/ef9bnzv3h3bwepescyqt.jpg,30,1650
347,Lucille’s,American Diner,Cairo,Downtown,31.23864,30.046482,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203417/SmartEgypt_Restaurants/jwkhwcsi9qo0vhrvshnh.jpg,45,832
348,Kazouza,Egyptian Street Food,Cairo,Nasr City,31.235176,30.026964,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203417/SmartEgypt_Restaurants/qbb5aurnj14abkbupbmd.jpg,17,280
349,Chicken Fil-A,Fried Chicken,Cairo,Nasr City,31.219642,30.033662,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203418/SmartEgypt_Restaurants/bjsxbr8t8l2tpkmxuzww.jpg,15,177
350,Mori Sushi,Asian Cuisine,Cairo,Zamalek,31.239958,30.025397,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203419/SmartEgypt_Restaurants/wh6sqvmwiydtnmqsk6ce.jpg,42,1725
351,Chicken Fil-A,Fried Chicken,Cairo,Zamalek,31.234932,30.04291,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203419/SmartEgypt_Restaurants/hsgltsyzxfyon0enjmzb.jpg,15,177
352,Shawarma El Reem,Shawarma,Cairo,Nasr City,31.23474,30.054821,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203420/SmartEgypt_Restaurants/dyjooujtnkwqmabnvnow.jpg,20,615
353,Chicken Fil-A,Fried Chicken,Cairo,Zamalek,31.216639,30.036275,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203420/SmartEgypt_Restaurants/ru8igxhob5oynnv7sajv.jpg,15,177
354,El Doksh,Seafood,Cairo,Heliopolis,31.247293,30.046355,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203421/SmartEgypt_Restaurants/cp45sz79qhwutycdsjyd.png,44,645
355,Butcher's Burger,Burgers,Cairo,Heliopolis,31.227358,30.059995,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203422/SmartEgypt_Restaurants/gncnvbyezel2xlmcxw9a.jpg,40,450
356,Mo Bistro,Steakhouse,Cairo,Maadi,31.253857,30.025374,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203423/SmartEgypt_Restaurants/dzhtvdzuxdzmwzb9cjew.jpg,45,1550
357,Mori Sushi,Asian Cuisine,Cairo,Heliopolis,31.24391,30.033414,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203423/SmartEgypt_Restaurants/c4ivahioeuxs8zedrwju.jpg,42,1725
358,Fish Market,Seafood,Cairo,Downtown,31.239302,30.035531,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203424/SmartEgypt_Restaurants/bgngpv3fn7ehiazpr5nd.png,15,435
359,Arabiata,Egyptian Cuisine,Cairo,Heliopolis,31.237701,30.047285,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203424/SmartEgypt_Restaurants/q6pwstxwpzq3dufe5kee.jpg,8,178
360,Beano's,Cafe,Cairo,Downtown,31.233049,30.030973,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203425/SmartEgypt_Restaurants/sxxelucmivygwe8wp480.jpg,80,630
361,Cilantro,Cafe,Cairo,Zamalek,31.242513,30.059476,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203426/SmartEgypt_Restaurants/yeqerpb2h9tckp8n0fpo.jpg,59,165
362,El Menoufy,Grill,Cairo,Heliopolis,31.254826,30.0574,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203427/SmartEgypt_Restaurants/xdmmbj5gchh5phd3t6d3.jpg,25,5589
363,Mo Bistro,Steakhouse,Cairo,Maadi,31.226453,30.059219,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203427/SmartEgypt_Restaurants/q9mgvl955l5qlwvvpw9f.jpg,45,1550
364,Gringo's,Mexican,Cairo,Downtown,31.223765,30.063002,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203428/SmartEgypt_Restaurants/ntmlisrnjsuuimedjcsg.jpg,33,625
365,Mori Sushi,Asian Cuisine,Cairo,Downtown,31.233018,30.062409,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203429/SmartEgypt_Restaurants/e6h0pbcnrvgu8tcqlfip.jpg,42,1725
366,Arabiata,Egyptian Cuisine,Cairo,Heliopolis,31.233237,30.031088,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203430/SmartEgypt_Restaurants/s9tsjbige4nmqva6byyc.jpg,8,178
367,El Menoufy,Grill,Cairo,Maadi,31.244573,30.045191,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203430/SmartEgypt_Restaurants/qinuk15kqtf7nwbone6f.jpg,25,5589
368,Kazouza,Egyptian Street Food,Cairo,Zamalek,31.234333,30.061798,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203431/SmartEgypt_Restaurants/oywdw6l5hnjv38ywbnxu.jpg,17,280
369,Mo Bistro,Steakhouse,Cairo,Maadi,31.22558,30.029352,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203432/SmartEgypt_Restaurants/mmohe1dnxppkknlmofew.jpg,45,1550
370,Paul,Bakery,Cairo,Heliopolis,31.242679,30.052604,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203432/SmartEgypt_Restaurants/ubd8mzarzezouf0zxnkm.jpg,39,1099
371,Fuddruckers,Burgers,Cairo,Downtown,31.24066,30.051671,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203433/SmartEgypt_Restaurants/gbm3amf0nl3kmhztqfg4.jpg,30,1020
372,Seoudi,Casual Dining,Cairo,Heliopolis,31.225752,30.047358,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203433/SmartEgypt_Restaurants/ow7ybf8cruvcpp7sgmkm.jpg,20,1738
373,Paul,Bakery,Cairo,Zamalek,31.232714,30.026991,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203434/SmartEgypt_Restaurants/dradigxed1qkhbp6cnmo.jpg,39,1099
374,Indira,Asian Cuisine,Cairo,Downtown,31.24702,30.060789,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203435/SmartEgypt_Restaurants/bcvltsx2wpc7z3nkjpvy.jpg,115,3575
375,Chicken Fil-A,Fried Chicken,Cairo,Maadi,31.252293,30.026405,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203435/SmartEgypt_Restaurants/i2fwccgzlffbmpt7bpfy.jpg,15,177
376,Pier 88,Seafood,Cairo,Nasr City,31.229286,30.037788,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203436/SmartEgypt_Restaurants/ycpmzfgxiurddxhqzshy.jpg,40,1000
377,Seoudi,Casual Dining,Cairo,Maadi,31.229986,30.030447,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203437/SmartEgypt_Restaurants/b2xb55g5x8ihdmulbwj8.jpg,20,1738
378,Qahwa,Cafe,Cairo,Maadi,31.251924,30.034207,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203437/SmartEgypt_Restaurants/cu3srshop3c5txwnnxou.png,72,815
379,Mo Bistro,Steakhouse,Cairo,Downtown,31.222649,30.025308,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203438/SmartEgypt_Restaurants/adrxebo616tapcuhdqt6.jpg,45,1550
380,Sizzler,Steakhouse,Cairo,Nasr City,31.251114,30.026294,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203439/SmartEgypt_Restaurants/gkx21b2uyyxfyuhyfsqg.jpg,60,800
381,Zooba,Egyptian Street Food,Cairo,Heliopolis,31.238319,30.031413,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203439/SmartEgypt_Restaurants/rmtktzpaqzcp1b7vjwhh.jpg,26,460
382,Fuddruckers,Burgers,Cairo,Zamalek,31.220837,30.044145,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203440/SmartEgypt_Restaurants/p26achkhzglz5yyt79m8.jpg,30,1020
383,Sizzler,Steakhouse,Cairo,Downtown,31.229647,30.032006,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203440/SmartEgypt_Restaurants/a5d5ejikcoku6hieq0mk.jpg,60,800
384,The Smokery,Fine Dining,Cairo,Nasr City,31.241234,30.024872,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203441/SmartEgypt_Restaurants/nzjyww5gro0xo4upgu9m.jpg,310,3350
385,Caracas,Lebanese,Cairo,Heliopolis,31.241904,30.044505,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203441/SmartEgypt_Restaurants/wndjpwvfvn0mnnxw0akz.jpg,62,550
386,The Lemon Tree,Mediterranean,Cairo,Downtown,31.243897,30.038077,https://res.cloudinary.com/dmochfrtr/image/upload/v1781203442/SmartEgypt_Restaurants/ueymdlmq82tubqclza4m.jpg,280,2780
